date,batiment,zone,type_energie,kwh
2024-10-02,Bureau_Central,Bureaux,gaz,434.36
2023-03-08,Usine_B,Production,gaz,403.86
2024-03-18,Bureau_Central,Climatisation,electricite,87.56
2024-05-08,Usine_A,Production,electricite,269.74
2024-08-26,Usine_A,Eclairage,electricite,
2023-10-29,Usine_B,Climatisation,electricite,220.5
2023-10-13,Usine_B,Production,electricite,246.1
2023-01-21,Usine_B,Production,gaz,937.29
2023-06-02,Usine_B,Climatisation,electricite,91.82
2024-07-11,Entrepot_Nord,Production,gaz,349.23
2024-06-13,Usine_B,Production,electricite,164.14
2023-06-16,Entrepot_Nord,Eclairage,electricite,157.43
2024-12-26,Entrepot_Nord,Production,electricite,206.41
2024-04-15,Entrepot_Nord,Production,electricite,577.4
2024-11-22,Bureau_Central,Bureaux,gaz,706.02
2023-12-05,Usine_B,Production,electricite,486.25
2024-12-31,Bureau_Central,Bureaux,electricite,323.37
2024-03-22,Usine_B,Production,electricite,680.59
2023-03-22,Usine_A,Eclairage,electricite,237.99
2024-10-11,Entrepot_Nord,Production,gaz,776.2
2023-07-15,Usine_A,Production,gaz,251.69
2023-12-26,Usine_B,Production,gaz,355.23
2024-10-08,Usine_B,Production,electricite,291.07
2024-12-13,Usine_A,Eclairage,electricite,598.08
2024-10-26,Usine_B,Production,electricite,273.89
2023-05-05,Entrepot_Nord,Production,electricite,475.17
2023-05-26,Bureau_Central,Bureaux,gaz,349.92
2023-01-23,Usine_A,Production,electricite,162.88
2023-05-31,Entrepot_Nord,Production,gaz,424.51
2024-08-08,Bureau_Central,Bureaux,electricite,459.72
2023-07-10,Entrepot_Nord,Production,electricite,731.16
2023-11-20,Usine_A,Eclairage,electricite,440.62
2023-12-01,Usine_B,Production,electricite,204.45
2023-11-23,Usine_B,Climatisation,electricite,187.3
2024-05-31,Bureau_Central,Bureaux,gaz,351.83
2023-05-20,Usine_A,Eclairage,electricite,346.88
2024-08-12,Entrepot_Nord,Production,electricite,234.47
2023-05-05,Usine_B,Production,gaz,418.67
2024-08-23,Usine_B,Climatisation,electricite,336.05
2024-03-08,Bureau_Central,Bureaux,electricite,231.99
2023-02-17,Entrepot_Nord,Production,electricite,378.76
2023-01-18,Usine_A,Production,gaz,819.84
2023-06-02,Bureau_Central,Bureaux,gaz,184.06
2023-01-14,Entrepot_Nord,Production,electricite,335.1
2024-03-26,Bureau_Central,Bureaux,gaz,408.38
2024-03-03,Entrepot_Nord,Eclairage,electricite,185.53
2023-01-14,Bureau_Central,Bureaux,electricite,192.96
2024-05-10,Bureau_Central,Bureaux,gaz,386.19
2023-10-07,Usine_B,Production,gaz,622.67
2024-09-30,Usine_B,Production,gaz,335.25
2024-06-10,Usine_A,Eclairage,electricite,380.52
2023-01-08,Bureau_Central,Bureaux,gaz,734.51
2024-05-30,Usine_A,Eclairage,electricite,635.61
2024-05-11,Entrepot_Nord,Production,gaz,227.53
2024-09-10,Usine_A,Production,gaz,550.29
2023-06-26,Entrepot_Nord,Production,gaz,430.94
2024-04-26,Entrepot_Nord,Production,electricite,917.15
2023-04-13,Usine_A,Eclairage,electricite,108.94
2023-12-02,Usine_B,Production,gaz,633.89
2024-01-31,Usine_B,Climatisation,electricite,130.28
2024-07-22,Bureau_Central,Bureaux,gaz,444.38
2024-02-05,Bureau_Central,Bureaux,gaz,1166.2
2024-03-31,Bureau_Central,Climatisation,electricite,72.72
2024-10-01,Entrepot_Nord,Production,electricite,364.41
2023-08-16,Bureau_Central,Bureaux,gaz,501.75
2024-07-01,Entrepot_Nord,Eclairage,electricite,509.54
2023-03-11,Bureau_Central,Bureaux,electricite,203.18
2024-10-28,Bureau_Central,Bureaux,electricite,465.37
2023-06-17,Usine_A,Production,gaz,439.07
2023-07-13,Usine_B,Climatisation,electricite,583.95
2024-05-14,Entrepot_Nord,Eclairage,electricite,614.63
2023-10-25,Bureau_Central,Climatisation,electricite,292.66
2023-12-31,Usine_A,Eclairage,electricite,132.94
2023-04-10,Entrepot_Nord,Production,gaz,766.16
2024-12-30,Entrepot_Nord,Production,gaz,1041.26
2023-09-08,Usine_B,Climatisation,electricite,295.05
2024-07-23,Entrepot_Nord,Eclairage,electricite,806.2
2023-12-20,Usine_B,Climatisation,electricite,174.18
2024-08-21,Usine_A,Eclairage,electricite,274.65
2023-09-24,Usine_A,Eclairage,electricite,855.77
2023-11-27,Entrepot_Nord,Eclairage,electricite,443.53
2024-01-17,Usine_A,Production,electricite,317.13
2023-09-17,Bureau_Central,Bureaux,gaz,564.81
2024-08-25,Usine_A,Production,electricite,202.25
2023-08-03,Usine_A,Production,gaz,287.53
2023-10-07,Usine_B,Climatisation,electricite,424.87
2023-06-05,Usine_B,Production,electricite,116.68
2024-12-16,Usine_B,Production,electricite,249.05
2023-11-25,Entrepot_Nord,Eclairage,electricite,316.34
2024-08-01,Bureau_Central,Bureaux,gaz,174.84
2023-09-01,Entrepot_Nord,Production,electricite,403.7
2024-10-17,Usine_B,Climatisation,electricite,136.62
2024-04-18,Bureau_Central,Bureaux,electricite,839.01
2023-12-23,Usine_B,Climatisation,electricite,173.68
2024-03-16,Usine_A,Production,gaz,572.53
2024-03-01,Bureau_Central,Climatisation,electricite,142.14
2023-02-07,Usine_B,Production,gaz,634.04
2024-04-27,Bureau_Central,Climatisation,electricite,487.29
2024-03-23,Usine_A,Eclairage,electricite,669.52
2023-04-25,Usine_A,Production,electricite,159.28
2023-08-18,Bureau_Central,Climatisation,electricite,122.52
2023-07-21,Usine_B,Production,gaz,409.36
2023-08-25,Bureau_Central,Climatisation,electricite,257.53
2023-05-23,Bureau_Central,Bureaux,gaz,154.16
2024-04-28,Entrepot_Nord,Production,electricite,338.0
2023-04-09,Usine_A,Eclairage,electricite,425.2
2024-08-10,Entrepot_Nord,Eclairage,electricite,-589.51
2023-03-28,Usine_B,Climatisation,electricite,139.63
2023-08-02,Entrepot_Nord,Production,gaz,224.25
2024-06-15,Entrepot_Nord,Production,gaz,187.81
2024-12-12,Usine_A,Production,gaz,603.32
2024-10-27,Entrepot_Nord,Eclairage,electricite,575.8
2024-01-03,Entrepot_Nord,Eclairage,electricite,567.87
2023-03-06,Usine_A,Production,gaz,929.04
2024-08-31,Usine_B,Production,gaz,206.7
2023-12-26,Entrepot_Nord,Production,electricite,387.93
2023-05-09,Entrepot_Nord,Production,electricite,508.81
2023-11-09,Bureau_Central,Climatisation,electricite,272.39
2023-01-26,Bureau_Central,Bureaux,electricite,316.72
2024-02-18,Bureau_Central,Bureaux,gaz,999.26
2023-06-28,Entrepot_Nord,Production,gaz,351.47
2023-03-19,Bureau_Central,Climatisation,electricite,99.96
2023-09-19,Bureau_Central,Climatisation,electricite,268.89
2023-03-26,Usine_A,Eclairage,electricite,836.05
2024-01-07,Usine_A,Eclairage,electricite,257.63
2024-01-21,Bureau_Central,Bureaux,gaz,1114.96
2023-04-29,Usine_A,Eclairage,electricite,316.36
2023-05-16,Entrepot_Nord,Production,gaz,182.09
2023-08-21,Usine_B,Production,electricite,622.05
2023-09-17,Entrepot_Nord,Production,gaz,478.05
2024-08-26,Bureau_Central,Bureaux,gaz,511.65
2024-12-14,Usine_A,Eclairage,electricite,224.68
2024-04-12,Usine_A,Production,gaz,701.36
2024-02-17,Usine_A,Production,gaz,961.58
2023-12-16,Bureau_Central,Bureaux,electricite,145.0
2024-11-06,Usine_B,Climatisation,electricite,122.35
2023-09-19,Bureau_Central,Bureaux,gaz,636.18
2024-07-15,Usine_A,Eclairage,electricite,137.98
2023-03-22,Usine_A,Production,gaz,
2023-10-14,Entrepot_Nord,Eclairage,electricite,101.09
2023-08-30,Usine_A,Production,electricite,411.05
2024-08-15,Bureau_Central,Climatisation,electricite,263.02
2024-06-12,Usine_B,Production,electricite,640.7
2023-01-07,Usine_B,Climatisation,electricite,71.93
2023-06-27,Usine_B,Production,electricite,301.15
2023-07-07,Usine_A,Production,gaz,408.48
2024-01-19,Entrepot_Nord,Production,electricite,338.67
2024-09-27,Usine_B,Production,electricite,246.3
2023-10-17,Usine_B,Production,electricite,210.52
2024-11-28,Usine_A,Production,gaz,795.19
2023-12-02,Usine_A,Eclairage,electricite,679.87
2024-02-08,Entrepot_Nord,Production,electricite,659.71
2023-10-04,Entrepot_Nord,Production,gaz,395.3
2023-10-04,Bureau_Central,Bureaux,electricite,319.15
2023-08-11,Usine_A,Production,gaz,394.47
2024-04-11,Usine_B,Production,gaz,512.78
2024-03-15,Entrepot_Nord,Eclairage,electricite,306.96
2023-11-30,Bureau_Central,Bureaux,gaz,298.46
2024-03-07,Entrepot_Nord,Production,electricite,353.25
2023-03-05,Entrepot_Nord,Production,gaz,311.9
2023-06-24,Entrepot_Nord,Production,electricite,
2023-08-08,Usine_A,Eclairage,electricite,306.27
2024-07-01,Usine_A,Eclairage,electricite,142.34
2023-03-29,Bureau_Central,Bureaux,electricite,364.89
2024-06-24,Entrepot_Nord,Eclairage,electricite,343.06
2024-07-12,Entrepot_Nord,Production,electricite,246.82
2023-11-03,Entrepot_Nord,Production,gaz,550.04
2023-09-02,Usine_B,Production,electricite,125.51
2024-01-07,Bureau_Central,Climatisation,electricite,39.79
2023-04-09,Bureau_Central,Bureaux,electricite,744.63
2023-09-24,Bureau_Central,Bureaux,gaz,438.67
2023-08-10,Entrepot_Nord,Eclairage,electricite,196.94
2023-07-08,Usine_A,Production,electricite,645.9
2024-10-15,Usine_B,Production,electricite,549.14
2023-10-10,Bureau_Central,Bureaux,gaz,602.97
2024-02-15,Entrepot_Nord,Production,gaz,704.28
2023-10-26,Usine_A,Production,electricite,731.43
2023-07-26,Entrepot_Nord,Eclairage,electricite,
2024-08-13,Usine_A,Production,gaz,428.93
2023-11-04,Bureau_Central,Climatisation,electricite,317.98
2024-08-22,Usine_B,Production,gaz,266.91
2023-02-26,Bureau_Central,Bureaux,gaz,873.48
2023-02-21,Usine_B,Climatisation,electricite,53.67
2023-09-22,Bureau_Central,Climatisation,electricite,362.43
2023-12-19,Usine_B,Climatisation,electricite,77.54
2024-03-31,Entrepot_Nord,Production,gaz,680.14
2024-08-01,Entrepot_Nord,Production,gaz,165.12
2023-10-29,Usine_A,Production,gaz,637.54
2023-07-13,Usine_B,Production,electricite,271.58
2023-02-08,Usine_A,Production,electricite,673.56
2023-04-08,Usine_B,Production,gaz,249.74
2024-10-04,Entrepot_Nord,Eclairage,electricite,833.9
2024-04-23,Entrepot_Nord,Production,electricite,433.01
2023-11-05,Usine_B,Production,electricite,265.86
2023-03-30,Entrepot_Nord,Production,gaz,358.54
2023-07-05,Usine_B,Production,electricite,673.75
2023-04-18,Bureau_Central,Bureaux,electricite,498.84
2024-02-01,Entrepot_Nord,Production,electricite,527.17
2024-11-13,Usine_B,Production,electricite,587.45
2023-09-17,Usine_B,Production,electricite,675.66
2023-02-22,Usine_B,Production,electricite,432.13
2023-05-02,Usine_A,Eclairage,electricite,213.88
2024-01-07,Usine_B,Production,gaz,966.3
2024-06-27,Usine_B,Production,gaz,398.6
2024-05-07,Bureau_Central,Bureaux,gaz,643.32
2024-11-07,Usine_B,Production,gaz,780.52
2023-02-24,Usine_A,Eclairage,electricite,206.18
2023-11-21,Bureau_Central,Bureaux,gaz,430.01
2024-08-16,Usine_A,Production,gaz,230.24
2024-05-26,Usine_A,Production,gaz,442.74
2024-07-04,Usine_B,Production,gaz,466.28
2024-11-18,Usine_B,Production,electricite,506.98
2023-11-13,Bureau_Central,Bureaux,gaz,792.48
2024-04-03,Usine_A,Production,gaz,666.16
2023-04-15,Usine_A,Production,electricite,394.3
2023-05-21,Bureau_Central,Bureaux,electricite,501.8
2023-09-24,Bureau_Central,Bureaux,electricite,563.27
2023-10-06,Usine_B,Production,electricite,235.96
2023-09-25,Usine_A,Eclairage,electricite,301.55
2024-10-24,Usine_A,Production,electricite,162.44
2024-12-03,Usine_B,Climatisation,electricite,-122.57
2024-05-28,Usine_B,Climatisation,electricite,245.19
2024-04-07,Usine_B,Production,gaz,522.86
2023-09-11,Bureau_Central,Bureaux,electricite,565.91
2023-02-05,Entrepot_Nord,Production,gaz,348.86
2024-09-10,Bureau_Central,Bureaux,electricite,215.32
2023-03-22,Usine_B,Production,gaz,306.46
2024-10-01,Usine_A,Production,electricite,249.4
2023-11-20,Bureau_Central,Climatisation,electricite,184.63
2024-07-22,Entrepot_Nord,Production,electricite,232.47
2024-11-18,Entrepot_Nord,Production,electricite,619.13
2023-08-16,Usine_A,Production,electricite,126.25
2024-11-30,Entrepot_Nord,Production,electricite,549.41
2023-12-16,Usine_A,Eclairage,electricite,565.36
2024-07-21,Bureau_Central,Climatisation,electricite,254.25
2023-04-15,Usine_A,Production,gaz,768.64
2024-12-27,Usine_A,Production,electricite,182.56
2023-06-09,Entrepot_Nord,Production,electricite,774.91
2024-01-23,Bureau_Central,Bureaux,gaz,
2023-12-12,Usine_B,Production,electricite,412.36
2023-09-19,Entrepot_Nord,Eclairage,electricite,601.93
2024-02-18,Bureau_Central,Bureaux,electricite,100.47
2023-03-01,Usine_B,Production,gaz,259.36
2023-10-19,Entrepot_Nord,Production,gaz,590.12
2024-08-28,Bureau_Central,Bureaux,gaz,183.9
2023-02-06,Usine_B,Production,gaz,547.86
2023-03-23,Usine_B,Production,gaz,316.17
2023-06-15,Usine_A,Production,electricite,287.5
2024-02-12,Usine_A,Production,electricite,590.6
2024-04-16,Entrepot_Nord,Production,gaz,711.76
2024-03-19,Usine_B,Production,gaz,1032.73
2023-03-21,Bureau_Central,Bureaux,gaz,385.13
2024-09-29,Entrepot_Nord,Eclairage,electricite,450.68
2023-03-16,Usine_A,Eclairage,electricite,249.0
2023-04-13,Usine_A,Production,electricite,341.11
2023-06-25,Bureau_Central,Bureaux,electricite,394.03
2024-12-06,Bureau_Central,Bureaux,gaz,1011.9
2024-04-14,Entrepot_Nord,Production,electricite,785.94
2023-07-02,Usine_B,Climatisation,electricite,247.38
2024-01-28,Entrepot_Nord,Eclairage,electricite,813.34
2024-04-23,Entrepot_Nord,Production,gaz,718.71
2024-03-19,Bureau_Central,Bureaux,gaz,756.13
2023-03-24,Entrepot_Nord,Production,electricite,413.77
2024-09-10,Usine_A,Production,electricite,900.11
2024-04-13,Entrepot_Nord,Production,gaz,333.36
2024-01-08,Bureau_Central,Bureaux,gaz,940.95
2024-07-07,Usine_B,Production,electricite,846.59
2023-05-01,Bureau_Central,Bureaux,electricite,175.64
2024-12-24,Usine_A,Production,gaz,909.49
2024-01-27,Entrepot_Nord,Production,gaz,603.93
2024-05-08,Usine_B,Climatisation,electricite,310.79
2023-02-16,Entrepot_Nord,Production,gaz,718.89
2023-01-20,Entrepot_Nord,Production,electricite,397.31
2024-05-28,Usine_A,Eclairage,electricite,412.52
2024-12-01,Usine_A,Production,electricite,351.0
2023-08-02,Usine_A,Production,gaz,124.7
2024-11-27,Entrepot_Nord,Eclairage,electricite,388.05
2023-09-08,Usine_A,Eclairage,electricite,534.81
2023-03-08,Usine_B,Climatisation,electricite,267.99
2024-05-02,Entrepot_Nord,Production,gaz,579.18
2023-09-04,Bureau_Central,Climatisation,electricite,435.07
2024-06-26,Bureau_Central,Bureaux,gaz,410.68
2024-01-02,Usine_B,Climatisation,electricite,80.92
2024-06-16,Usine_A,Production,gaz,165.97
2023-09-11,Usine_A,Production,gaz,289.6
2023-09-19,Usine_B,Production,gaz,398.88
2023-12-01,Usine_B,Climatisation,electricite,204.07
2023-04-16,Bureau_Central,Bureaux,gaz,421.68
2023-09-20,Usine_B,Climatisation,electricite,315.92
2024-04-18,Usine_B,Production,electricite,771.81
2024-01-21,Usine_A,Production,gaz,1160.92
2023-03-27,Bureau_Central,Bureaux,electricite,221.51
2023-06-23,Usine_B,Climatisation,electricite,552.57
2024-04-04,Entrepot_Nord,Eclairage,electricite,700.47
2023-08-04,Usine_A,Eclairage,electricite,184.02
2023-01-31,Bureau_Central,Climatisation,electricite,140.47
2023-10-09,Entrepot_Nord,Production,electricite,421.99
2024-01-09,Usine_B,Climatisation,electricite,123.69
2023-07-31,Entrepot_Nord,Production,gaz,394.43
2024-06-11,Entrepot_Nord,Production,electricite,502.53
2024-08-03,Entrepot_Nord,Production,gaz,165.11
2023-06-02,Bureau_Central,Climatisation,electricite,1796.491326937388
2024-01-20,Usine_B,Climatisation,electricite,47.99
2023-08-28,Entrepot_Nord,Production,gaz,550.06
2024-01-12,Bureau_Central,Bureaux,gaz,460.74
2023-07-04,Entrepot_Nord,Production,gaz,299.84
2024-10-03,Entrepot_Nord,Production,electricite,267.0
2023-02-24,Usine_B,Climatisation,electricite,61.95
2024-09-06,Usine_A,Production,gaz,464.06
2024-06-06,Bureau_Central,Bureaux,gaz,528.34
2023-10-29,Entrepot_Nord,Production,electricite,616.62
2024-04-04,Usine_B,Climatisation,electricite,239.81
2024-05-09,Bureau_Central,Climatisation,electricite,395.82
2023-10-24,Usine_B,Production,gaz,443.11
2024-10-07,Bureau_Central,Bureaux,electricite,553.78
2023-10-04,Entrepot_Nord,Eclairage,electricite,711.57
2023-05-27,Bureau_Central,Bureaux,electricite,-235.63
2024-04-03,Usine_A,Production,electricite,120.59
2024-08-19,Usine_A,Production,electricite,413.85
2024-07-14,Bureau_Central,Climatisation,electricite,754.03
2024-09-01,Entrepot_Nord,Eclairage,electricite,464.1
2023-06-26,Usine_B,Climatisation,electricite,623.7
2024-04-22,Usine_B,Climatisation,electricite,356.59
2023-06-11,Usine_B,Climatisation,electricite,419.75
2023-02-14,Usine_B,Production,electricite,273.42
2024-11-17,Bureau_Central,Bureaux,gaz,702.54
2023-04-18,Usine_B,Production,gaz,238.57
2024-02-13,Bureau_Central,Bureaux,gaz,666.86
2023-07-30,Entrepot_Nord,Eclairage,electricite,558.69
2024-11-28,Bureau_Central,Bureaux,electricite,232.73
2023-12-14,Entrepot_Nord,Eclairage,electricite,835.03
2024-10-31,Usine_A,Eclairage,electricite,334.54
2023-01-08,Usine_B,Climatisation,electricite,67.29
2023-02-15,Bureau_Central,Bureaux,gaz,637.71
2024-04-14,Usine_A,Eclairage,electricite,287.47
2024-08-19,Entrepot_Nord,Production,gaz,326.73
2023-04-05,Entrepot_Nord,Production,electricite,563.84
2024-09-25,Usine_B,Production,gaz,382.03
2024-12-04,Usine_A,Eclairage,electricite,482.57
2024-06-18,Bureau_Central,Bureaux,gaz,206.76
2023-05-07,Usine_B,Climatisation,electricite,184.72
2024-12-22,Usine_B,Production,electricite,227.21
2024-03-26,Usine_B,Production,gaz,363.54
2023-11-10,Entrepot_Nord,Eclairage,electricite,132.02
2023-07-07,Usine_A,Production,electricite,352.22
2024-09-02,Entrepot_Nord,Eclairage,electricite,740.87
2023-03-31,Bureau_Central,Bureaux,electricite,771.72
2023-04-11,Usine_A,Eclairage,electricite,247.18
2023-06-07,Bureau_Central,Climatisation,electricite,492.64
2024-02-28,Usine_B,Climatisation,electricite,129.44
2024-02-21,Bureau_Central,Climatisation,electricite,53.56
2023-12-19,Entrepot_Nord,Production,electricite,625.61
2024-05-26,Usine_A,Production,electricite,307.3
2023-03-30,Bureau_Central,Bureaux,electricite,496.18
2023-03-25,Bureau_Central,Bureaux,gaz,421.7
2023-07-21,Usine_A,Production,gaz,310.43
2023-03-31,Usine_A,Production,electricite,455.17
2023-07-03,Bureau_Central,Bureaux,electricite,685.1
2024-08-21,Entrepot_Nord,Eclairage,electricite,906.54
2024-07-18,Entrepot_Nord,Production,electricite,559.33
2023-10-30,Usine_A,Production,gaz,683.64
2024-05-31,Usine_B,Production,electricite,406.61
2024-03-11,Bureau_Central,Climatisation,electricite,126.18
2024-02-01,Usine_A,Production,gaz,827.02
2024-08-03,Usine_A,Production,electricite,418.09
2024-07-17,Entrepot_Nord,Production,gaz,296.47
2024-09-07,Usine_A,Production,electricite,631.3
2024-03-07,Usine_A,Eclairage,electricite,847.3
2023-10-22,Usine_A,Production,gaz,413.3
2024-02-14,Usine_B,Production,gaz,600.15
2023-12-27,Usine_B,Climatisation,electricite,69.1
2023-01-05,Bureau_Central,Climatisation,electricite,85.67
2023-08-31,Usine_A,Production,electricite,405.64
2023-10-28,Entrepot_Nord,Production,gaz,802.28
2023-08-16,Usine_A,Eclairage,electricite,233.97
2024-03-17,Bureau_Central,Bureaux,gaz,822.22
2023-05-28,Entrepot_Nord,Production,gaz,536.11
2024-08-11,Usine_B,Production,gaz,370.99
2023-04-25,Bureau_Central,Climatisation,electricite,126.54
2023-10-20,Entrepot_Nord,Production,electricite,209.36
2023-04-01,Usine_B,Climatisation,electricite,253.74
2024-09-03,Usine_B,Production,electricite,719.53
2024-07-26,Entrepot_Nord,Production,electricite,699.13
2023-10-16,Entrepot_Nord,Eclairage,electricite,260.95
2024-02-04,Usine_B,Production,gaz,869.31
2024-03-10,Entrepot_Nord,Eclairage,electricite,604.62
2023-11-02,Usine_B,Production,gaz,792.88
2023-04-18,Usine_B,Climatisation,electricite,216.4
2024-03-06,Usine_B,Production,electricite,154.15
2024-05-21,Bureau_Central,Bureaux,electricite,747.06
2024-04-19,Entrepot_Nord,Production,electricite,345.67
2023-10-12,Usine_A,Production,electricite,503.29
2023-11-06,Usine_B,Climatisation,electricite,175.64
2023-08-27,Bureau_Central,Climatisation,electricite,272.43
2024-08-07,Usine_A,Production,electricite,460.67
2023-08-23,Usine_A,Production,electricite,488.53
2023-03-18,Usine_B,Climatisation,electricite,113.48
2024-09-04,Usine_A,Production,gaz,267.17
2024-09-23,Bureau_Central,Climatisation,electricite,108.15
2024-08-02,Usine_A,Production,electricite,548.8
2023-04-28,Usine_B,Climatisation,electricite,268.82
2023-03-06,Bureau_Central,Bureaux,gaz,420.0
2023-04-12,Entrepot_Nord,Eclairage,electricite,102.09
2024-01-03,Bureau_Central,Bureaux,electricite,240.45
2024-11-01,Usine_B,Climatisation,electricite,165.05
2023-01-04,Usine_A,Eclairage,electricite,191.2
2024-04-24,Usine_B,Production,electricite,399.84
2024-10-19,Bureau_Central,Bureaux,electricite,685.06
2023-04-02,Entrepot_Nord,Production,electricite,580.3
2024-03-24,Entrepot_Nord,Eclairage,electricite,119.84
2023-03-29,Bureau_Central,Climatisation,electricite,208.37
2023-05-02,Usine_B,Climatisation,electricite,572.86
2023-10-14,Bureau_Central,Bureaux,electricite,381.76
2023-02-01,Entrepot_Nord,Production,gaz,780.15
2024-04-09,Entrepot_Nord,Production,electricite,405.48
2023-02-06,Bureau_Central,Bureaux,electricite,183.96
2023-07-17,Entrepot_Nord,Eclairage,electricite,198.83
2024-04-26,Usine_A,Eclairage,electricite,307.83
2024-12-05,Usine_A,Eclairage,electricite,162.01
2023-12-22,Bureau_Central,Bureaux,electricite,625.59
2024-02-17,Usine_A,Production,electricite,369.83
2024-07-05,Usine_A,Production,gaz,227.01
2024-04-03,Usine_B,Climatisation,electricite,202.3
2024-01-25,Usine_B,Climatisation,electricite,80.83
2023-02-04,Bureau_Central,Bureaux,gaz,837.36
2023-08-29,Usine_A,Production,gaz,544.69
2024-07-29,Usine_B,Production,gaz,242.91
2024-06-18,Entrepot_Nord,Eclairage,electricite,571.94
2023-08-02,Usine_B,Climatisation,electricite,182.77
2023-12-25,Entrepot_Nord,Eclairage,electricite,331.14
2024-04-27,Usine_B,Climatisation,electricite,84.35
2024-11-18,Entrepot_Nord,Eclairage,electricite,352.19
2024-03-31,Entrepot_Nord,Eclairage,electricite,568.9
2024-12-24,Bureau_Central,Bureaux,electricite,546.46
2023-09-16,Usine_A,Eclairage,electricite,643.75
2023-12-14,Bureau_Central,Bureaux,electricite,542.0
2024-01-24,Usine_B,Production,electricite,763.46
2023-07-13,Entrepot_Nord,Production,electricite,209.87
2024-11-10,Bureau_Central,Bureaux,gaz,479.84
2023-11-05,Usine_A,Production,gaz,503.44
2024-06-15,Bureau_Central,Bureaux,gaz,401.3
2023-03-31,Usine_A,Production,gaz,592.42
2023-06-21,Usine_B,Production,electricite,629.1345457342987
2023-05-13,Entrepot_Nord,Eclairage,electricite,630.96
2024-02-01,Bureau_Central,Bureaux,electricite,103.03
2023-01-13,Entrepot_Nord,Production,electricite,641.11
2023-09-04,Usine_B,Climatisation,electricite,445.51
2024-01-13,Entrepot_Nord,Eclairage,electricite,189.34
2024-01-27,Usine_A,Production,gaz,437.78
2023-06-08,Bureau_Central,Bureaux,gaz,167.33
2023-01-27,Bureau_Central,Bureaux,gaz,476.48
2023-07-19,Entrepot_Nord,Eclairage,electricite,486.71
2024-06-12,Usine_A,Eclairage,electricite,636.1
2024-12-20,Usine_B,Climatisation,electricite,107.5
2024-12-10,Entrepot_Nord,Eclairage,electricite,249.31
2024-05-18,Usine_A,Production,gaz,357.81
2023-12-30,Entrepot_Nord,Production,electricite,110.85
2023-08-15,Usine_A,Eclairage,electricite,354.14
2024-08-28,Usine_A,Eclairage,electricite,288.27
2023-03-28,Entrepot_Nord,Production,electricite,564.91
2024-04-04,Bureau_Central,Climatisation,electricite,326.4
2023-06-06,Usine_B,Production,electricite,379.92
2024-06-30,Entrepot_Nord,Production,gaz,481.8
2024-10-08,Bureau_Central,Climatisation,electricite,486.72
2023-05-22,Bureau_Central,Bureaux,gaz,247.24
2023-04-15,Usine_A,Production,electricite,394.3
2024-10-24,Entrepot_Nord,Production,electricite,735.97
2024-04-25,Entrepot_Nord,Eclairage,electricite,487.75
2023-03-20,Entrepot_Nord,Eclairage,electricite,227.39
2023-08-12,Usine_A,Production,electricite,335.15
2023-01-21,Entrepot_Nord,Eclairage,electricite,605.97
2024-06-29,Usine_A,Production,gaz,365.95
2024-07-18,Usine_A,Production,gaz,140.89
2023-01-20,Usine_B,Climatisation,electricite,144.67
2023-04-22,Usine_B,Production,gaz,236.84
2023-06-17,Usine_B,Production,electricite,343.51
2023-04-09,Usine_B,Production,electricite,663.85
2024-03-06,Bureau_Central,Bureaux,electricite,302.01
2024-03-08,Usine_A,Production,electricite,322.33
2023-05-24,Usine_B,Production,gaz,590.47
2024-06-06,Usine_A,Production,electricite,383.22
2024-11-29,Bureau_Central,Bureaux,electricite,604.53
2024-12-30,Bureau_Central,Bureaux,electricite,237.32
2024-02-08,Usine_B,Climatisation,electricite,163.15
2023-07-15,Bureau_Central,Climatisation,electricite,744.35
2024-11-16,Entrepot_Nord,Production,gaz,552.13
2024-07-29,Entrepot_Nord,Eclairage,electricite,396.1
2024-11-26,Usine_A,Production,gaz,767.79
2024-04-18,Usine_B,Production,gaz,687.48
2024-12-25,Usine_B,Climatisation,electricite,145.25
2023-03-20,Entrepot_Nord,Production,electricite,394.19
2024-01-11,Entrepot_Nord,Production,gaz,719.34
2023-03-01,Entrepot_Nord,Eclairage,electricite,243.44
2023-07-31,Usine_A,Eclairage,electricite,171.75
2023-02-14,Entrepot_Nord,Production,electricite,186.89
2023-06-01,Entrepot_Nord,Eclairage,electricite,587.97
2023-06-10,Usine_B,Production,electricite,142.74
2023-10-23,Bureau_Central,Climatisation,electricite,77.57
2024-12-22,Entrepot_Nord,Production,gaz,738.86
2023-04-17,Entrepot_Nord,Eclairage,electricite,683.91
2024-03-19,Bureau_Central,Climatisation,electricite,253.36
2023-06-03,Entrepot_Nord,Production,gaz,154.83
2024-01-09,Bureau_Central,Climatisation,electricite,38.04
2024-01-26,Usine_B,Climatisation,electricite,32.26
2024-10-14,Usine_A,Production,gaz,417.3
2023-11-06,Usine_B,Production,gaz,780.58
2023-04-20,Usine_B,Production,electricite,479.95
2023-02-28,Usine_B,Production,gaz,472.1
2023-06-21,Usine_A,Production,gaz,200.41
2023-05-31,Usine_A,Production,electricite,233.58
2024-03-19,Entrepot_Nord,Production,gaz,295.18
2023-05-03,Usine_A,Eclairage,electricite,452.35
2023-03-02,Usine_A,Production,gaz,411.28
2023-05-21,Bureau_Central,Bureaux,gaz,547.87
2024-12-16,Usine_B,Climatisation,electricite,96.77
