date,batiment,zone,kwh,temperature_ext,occupation_pct,type_energie
2025-02-26,Usine Sud,Tertiaire,24.26,-1.36,64.3,electricite
2025-02-26,Usine Sud,Logistique,142.19,-1.36,64.3,gaz
2025-02-26,Usine Sud,Logistique,42.14,-1.36,64.3,electricite
2025-02-26,Usine Sud,Maintenance,135.86,-1.36,64.3,gaz
2025-02-26,Usine Sud,Maintenance,10.47,-1.36,64.3,electricite
2025-02-27,Usine Nord,Tertiaire,127.76,1.44,86.1,gaz
2025-02-27,Usine Nord,Maintenance,129.99,1.44,86.1,gaz
2025-02-27,Usine Sud,Production,197.47,1.44,86.1,gaz
2025-02-27,Usine Sud,Tertiaire,130.92,1.44,86.1,gaz
2025-02-27,Usine Sud,Logistique,127.08,1.44,86.1,gaz
2025-02-27,Usine Sud,Maintenance,125.75,1.44,86.1,gaz
2025-02-27,Usine Sud,Maintenance,19.24,1.44,86.1,electricite
2025-02-28,Usine Nord,Production,235.06,3.24,100.0,electricite
2025-02-28,Usine Nord,Tertiaire,10.95,3.24,100.0,electricite
2025-02-28,Usine Nord,Logistique,32.75,3.24,100.0,electricite
2025-02-28,Usine Sud,Logistique,121.32,3.24,100.0,gaz
2025-02-28,Usine Sud,Maintenance,21.42,3.24,100.0,electricite
2025-03-01,Usine Nord,Production,226.17,-1.28,73.3,electricite
2025-03-01,Usine Nord,Logistique,52.87,-1.28,73.3,electricite
2025-03-01,Usine Nord,Maintenance,14.41,-1.28,73.3,electricite
2025-03-01,Usine Sud,Production,212.17,-1.28,73.3,gaz
2025-03-01,Usine Sud,Production,249.5,-1.28,73.3,electricite
2025-03-01,Usine Sud,Logistique,36.8,-1.28,73.3,electricite
2025-03-01,Usine Sud,Maintenance,30.92,-1.28,73.3,electricite
2025-03-02,Usine Nord,Tertiaire,112.35,5.19,54.4,gaz
2025-03-02,Usine Nord,Maintenance,99.5,5.19,54.4,gaz
2025-03-02,Usine Nord,Maintenance,17.31,5.19,54.4,electricite
2025-03-02,Usine Sud,Production,179.02,5.19,54.4,gaz
2025-03-02,Usine Sud,Tertiaire,105.85,5.19,54.4,gaz
2025-03-02,Usine Sud,Logistique,112.8,5.19,54.4,gaz
2025-03-02,Usine Sud,Logistique,26.68,5.19,54.4,electricite
2025-03-02,Usine Sud,Maintenance,38.88,5.19,54.4,electricite
2025-03-03,Usine Nord,Production,207.45,-0.48,38.1,gaz
2025-03-03,Usine Nord,Production,237.27,-0.48,38.1,electricite
2025-03-03,Usine Nord,Tertiaire,138.74,-0.48,38.1,gaz
2025-03-03,Usine Nord,Maintenance,137.98,-0.48,38.1,gaz
2025-03-03,Usine Nord,Maintenance,26.14,-0.48,38.1,electricite
2025-03-03,Usine Sud,Production,208.17,-0.48,38.1,gaz
2025-03-03,Usine Sud,Production,230.08,-0.48,38.1,electricite
2025-03-03,Usine Sud,Tertiaire,10.7,-0.48,38.1,electricite
2025-03-04,Usine Nord,Production,211.7,-1.47,38.6,gaz
2025-03-04,Usine Nord,Tertiaire,28.29,-1.47,38.6,electricite
2025-03-04,Usine Nord,Logistique,23.09,-1.47,38.6,electricite
2025-03-04,Usine Nord,Maintenance,137.62,-1.47,38.6,gaz
2025-03-04,Usine Sud,Production,216.83,-1.47,38.6,gaz
2025-03-04,Usine Sud,Production,234.33,-1.47,38.6,electricite
2025-03-04,Usine Sud,Tertiaire,141.77,-1.47,38.6,gaz
2025-03-04,Usine Sud,Logistique,48.51,-1.47,38.6,electricite
2025-03-04,Usine Sud,Maintenance,52.9,-1.47,38.6,electricite
2025-03-05,Usine Nord,Production,208.93,0.32,75.0,gaz
2025-03-05,Usine Nord,Tertiaire,37.51,0.32,75.0,electricite
2025-03-05,Usine Nord,Logistique,130.97,0.32,75.0,gaz
2025-03-05,Usine Nord,Logistique,39.95,0.32,75.0,electricite
2025-03-05,Usine Sud,Production,253.35,0.32,75.0,electricite
2025-03-05,Usine Sud,Logistique,142.3,0.32,75.0,gaz
2025-03-05,Usine Sud,Maintenance,131.16,0.32,75.0,gaz
2025-03-06,Usine Nord,Production,195.07,1.91,82.3,gaz
2025-03-06,Usine Nord,Production,230.41,1.91,82.3,electricite
2025-03-06,Usine Nord,Tertiaire,130.84,1.91,82.3,gaz
2025-03-06,Usine Nord,Logistique,121.04,1.91,82.3,gaz
2025-03-06,Usine Nord,Logistique,48.36,1.91,82.3,electricite
2025-03-06,Usine Sud,Production,194.95,1.91,82.3,gaz
2025-03-06,Usine Sud,Tertiaire,126.24,1.91,82.3,gaz
2025-03-06,Usine Sud,Tertiaire,26.67,1.91,82.3,electricite
2025-03-06,Usine Sud,Logistique,42.51,1.91,82.3,electricite
2025-03-06,Usine Sud,Maintenance,121.92,1.91,82.3,gaz
2025-03-07,Usine Nord,Production,200.22,0.62,91.3,gaz
2025-03-07,Usine Nord,Production,234.77,0.62,91.3,electricite
2025-03-07,Usine Nord,Tertiaire,46.55,0.62,91.3,electricite
2025-03-07,Usine Sud,Logistique,28.5,0.62,91.3,electricite
2025-03-07,Usine Sud,Maintenance,128.38,0.62,91.3,gaz
2025-03-08,Usine Nord,Production,169.75,6.99,74.2,gaz
2025-03-08,Usine Nord,Production,237.14,6.99,74.2,electricite
2025-03-08,Usine Nord,Logistique,27.07,6.99,74.2,electricite
2025-03-08,Usine Nord,Maintenance,101.07,6.99,74.2,gaz
2025-03-08,Usine Sud,Production,173.5,6.99,74.2,gaz
2025-03-08,Usine Sud,Tertiaire,46.03,6.99,74.2,electricite
2025-03-08,Usine Sud,Logistique,53.19,6.99,74.2,electricite
2025-03-08,Usine Sud,Maintenance,34.84,6.99,74.2,electricite
2025-03-09,Usine Nord,Logistique,116.93,3.55,42.9,gaz
2025-03-09,Usine Nord,Logistique,38.26,3.55,42.9,electricite
2025-03-09,Usine Nord,Maintenance,111.95,3.55,42.9,gaz
2025-03-09,Usine Nord,Maintenance,21.56,3.55,42.9,electricite
2025-03-09,Usine Sud,Production,192.35,3.55,42.9,gaz
2025-03-09,Usine Sud,Tertiaire,115.24,3.55,42.9,gaz
2025-03-09,Usine Sud,Tertiaire,40.0,3.55,42.9,electricite
2025-03-09,Usine Sud,Logistique,124.06,3.55,42.9,gaz
2025-03-09,Usine Sud,Logistique,40.79,3.55,42.9,electricite
2025-03-09,Usine Sud,Maintenance,117.19,3.55,42.9,gaz
2025-03-10,Usine Nord,Maintenance,14.0,-0.56,31.7,electricite
2025-03-10,Usine Sud,Logistique,47.78,-0.56,31.7,electricite
2025-03-10,Usine Sud,Maintenance,137.14,-0.56,31.7,gaz
2025-03-11,Usine Nord,Production,178.63,4.93,39.3,gaz
2025-03-11,Usine Nord,Tertiaire,46.76,4.93,39.3,electricite
2025-03-11,Usine Sud,Production,175.28,4.93,39.3,gaz
2025-03-11,Usine Sud,Production,246.78,4.93,39.3,electricite
2025-03-11,Usine Sud,Tertiaire,113.5,4.93,39.3,gaz
2025-03-11,Usine Sud,Tertiaire,43.37,4.93,39.3,electricite
2025-03-11,Usine Sud,Logistique,115.84,4.93,39.3,gaz
2025-03-11,Usine Sud,Maintenance,109.8,4.93,39.3,gaz
2025-03-11,Usine Sud,Maintenance,30.36,4.93,39.3,electricite
2025-03-12,Usine Nord,Tertiaire,133.74,-0.23,64.4,gaz
2025-03-12,Usine Nord,Tertiaire,39.76,-0.23,64.4,electricite
2025-03-12,Usine Nord,Logistique,46.19,-0.23,64.4,electricite
2025-03-12,Usine Nord,Maintenance,21.64,-0.23,64.4,electricite
2025-03-12,Usine Sud,Production,208.12,-0.23,64.4,gaz
2025-03-12,Usine Sud,Logistique,139.33,-0.23,64.4,gaz
2025-03-13,Usine Nord,Tertiaire,83.73,8.85,82.2,gaz
2025-03-13,Usine Nord,Tertiaire,11.72,8.85,82.2,electricite
2025-03-13,Usine Nord,Logistique,97.26,8.85,82.2,gaz
2025-03-13,Usine Nord,Logistique,46.86,8.85,82.2,electricite
2025-03-13,Usine Sud,Production,247.67,8.85,82.2,electricite
2025-03-13,Usine Sud,Tertiaire,87.29,8.85,82.2,gaz
2025-03-13,Usine Sud,Tertiaire,21.84,8.85,82.2,electricite
2025-03-13,Usine Sud,Logistique,96.23,8.85,82.2,gaz
2025-03-13,Usine Sud,Maintenance,88.94,8.85,82.2,gaz
2025-03-13,Usine Sud,Maintenance,26.87,8.85,82.2,electricite
2025-03-14,Usine Nord,Production,198.89,0.83,90.5,gaz
2025-03-14,Usine Nord,Production,226.35,0.83,90.5,electricite
2025-03-14,Usine Sud,Production,201.55,0.83,90.5,gaz
2025-03-14,Usine Sud,Production,247.2,0.83,90.5,electricite
2025-03-14,Usine Sud,Tertiaire,129.52,0.83,90.5,gaz
2025-03-14,Usine Sud,Tertiaire,53.78,0.83,90.5,electricite
2025-03-14,Usine Sud,Logistique,130.91,0.83,90.5,gaz
2025-03-14,Usine Sud,Logistique,38.24,0.83,90.5,electricite
2025-03-14,Usine Sud,Maintenance,16.83,0.83,90.5,electricite
2025-03-15,Usine Nord,Maintenance,114.47,3.28,76.5,gaz
2025-03-15,Usine Sud,Tertiaire,33.82,3.28,76.5,electricite
2025-03-15,Usine Sud,Logistique,123.42,3.28,76.5,gaz
2025-03-16,Usine Nord,Production,177.38,5.38,43.1,gaz
2025-03-16,Usine Nord,Production,254.99,5.38,43.1,electricite
2025-03-16,Usine Nord,Tertiaire,33.85,5.38,43.1,electricite
2025-03-16,Usine Nord,Logistique,32.74,5.38,43.1,electricite
2025-03-16,Usine Nord,Maintenance,0.5,5.38,43.1,electricite
2025-03-16,Usine Sud,Tertiaire,25.25,5.38,43.1,electricite
2025-03-16,Usine Sud,Logistique,107.19,5.38,43.1,gaz
2025-03-16,Usine Sud,Logistique,47.5,5.38,43.1,electricite
2025-03-16,Usine Sud,Maintenance,36.77,5.38,43.1,electricite
2025-03-17,Usine Nord,Maintenance,120.7,2.66,24.7,gaz
2025-03-17,Usine Nord,Maintenance,8.85,2.66,24.7,electricite
2025-03-17,Usine Sud,Production,243.31,2.66,24.7,electricite
2025-03-17,Usine Sud,Tertiaire,120.87,2.66,24.7,gaz
2025-03-17,Usine Sud,Logistique,119.76,2.66,24.7,gaz
2025-03-17,Usine Sud,Logistique,30.32,2.66,24.7,electricite
2025-03-17,Usine Sud,Maintenance,119.24,2.66,24.7,gaz
2025-03-18,Usine Nord,Tertiaire,125.0,2.23,26.3,gaz
2025-03-18,Usine Nord,Logistique,122.64,2.23,26.3,gaz
2025-03-18,Usine Nord,Maintenance,118.94,2.23,26.3,gaz
2025-03-18,Usine Nord,Maintenance,48.53,2.23,26.3,electricite
2025-03-18,Usine Sud,Production,191.15,2.23,26.3,gaz
2025-03-18,Usine Sud,Production,232.83,2.23,26.3,electricite
2025-03-18,Usine Sud,Logistique,30.28,2.23,26.3,electricite
2025-03-19,Usine Nord,Production,178.16,6.13,60.2,gaz
2025-03-19,Usine Nord,Production,238.88,6.13,60.2,electricite
2025-03-19,Usine Nord,Tertiaire,100.79,6.13,60.2,gaz
2025-03-19,Usine Nord,Maintenance,9.75,6.13,60.2,electricite
2025-03-19,Usine Sud,Production,172.46,6.13,60.2,gaz
2025-03-19,Usine Sud,Tertiaire,109.66,6.13,60.2,gaz
2025-03-19,Usine Sud,Logistique,101.51,6.13,60.2,gaz
2025-03-19,Usine Sud,Maintenance,100.26,6.13,60.2,gaz
2025-03-20,Usine Nord,Production,203.7,0.88,81.8,gaz
2025-03-20,Usine Nord,Logistique,36.39,0.88,81.8,electricite
2025-03-20,Usine Sud,Production,227.07,0.88,81.8,electricite
2025-03-20,Usine Sud,Maintenance,131.79,0.88,81.8,gaz
2025-03-20,Usine Sud,Maintenance,33.52,0.88,81.8,electricite
2025-03-21,Usine Nord,Production,165.59,8.88,90.4,gaz
2025-03-21,Usine Nord,Tertiaire,90.95,8.88,90.4,gaz
2025-03-21,Usine Nord,Logistique,91.81,8.88,90.4,gaz
2025-03-21,Usine Nord,Maintenance,23.63,8.88,90.4,electricite
2025-03-21,Usine Sud,Production,164.48,8.88,90.4,gaz
2025-03-21,Usine Sud,Tertiaire,90.47,8.88,90.4,gaz
2025-03-21,Usine Sud,Tertiaire,48.79,8.88,90.4,electricite
2025-03-21,Usine Sud,Logistique,97.99,8.88,90.4,gaz
2025-03-21,Usine Sud,Logistique,48.02,8.88,90.4,electricite
2025-03-21,Usine Sud,Maintenance,85.65,8.88,90.4,gaz
2025-03-21,Usine Sud,Maintenance,37.24,8.88,90.4,electricite
2025-03-22,Usine Nord,Production,192.81,2.07,73.4,gaz
2025-03-22,Usine Nord,Production,238.81,2.07,73.4,electricite
2025-03-22,Usine Nord,Logistique,128.34,2.07,73.4,gaz
2025-03-22,Usine Nord,Logistique,55.06,2.07,73.4,electricite
2025-03-22,Usine Sud,Tertiaire,129.94,2.07,73.4,gaz
2025-03-22,Usine Sud,Tertiaire,46.19,2.07,73.4,electricite
2025-03-23,Usine Nord,Production,236.87,2.38,47.3,electricite
2025-03-23,Usine Nord,Tertiaire,28.42,2.38,47.3,electricite
2025-03-23,Usine Sud,Production,193.66,2.38,47.3,gaz
2025-03-23,Usine Sud,Logistique,39.88,2.38,47.3,electricite
2025-03-24,Usine Nord,Production,249.47,5.91,27.7,electricite
2025-03-24,Usine Nord,Tertiaire,17.93,5.91,27.7,electricite
2025-03-24,Usine Nord,Maintenance,104.64,5.91,27.7,gaz
2025-03-24,Usine Sud,Maintenance,24.07,5.91,27.7,electricite
2025-03-25,Usine Nord,Tertiaire,30.51,-0.1,26.8,electricite
2025-03-25,Usine Nord,Logistique,141.37,-0.1,26.8,gaz
2025-03-25,Usine Nord,Logistique,42.52,-0.1,26.8,electricite
2025-03-25,Usine Sud,Logistique,39.34,-0.1,26.8,electricite
2025-03-26,Usine Nord,Production,253.42,6.68,56.7,electricite
2025-03-26,Usine Nord,Tertiaire,104.82,6.68,56.7,gaz
2025-03-26,Usine Nord,Logistique,99.98,6.68,56.7,gaz
2025-03-26,Usine Sud,Production,173.63,6.68,56.7,gaz
2025-03-26,Usine Sud,Production,238.27,6.68,56.7,electricite
2025-03-26,Usine Sud,Tertiaire,33.48,6.68,56.7,electricite
2025-03-26,Usine Sud,Logistique,104.88,6.68,56.7,gaz
2025-03-26,Usine Sud,Logistique,38.97,6.68,56.7,electricite
2025-03-27,Usine Nord,Production,179.92,4.75,84.4,gaz
2025-03-27,Usine Nord,Production,239.32,4.75,84.4,electricite
2025-03-27,Usine Nord,Tertiaire,30.83,4.75,84.4,electricite
2025-03-27,Usine Nord,Logistique,109.81,4.75,84.4,gaz
2025-03-27,Usine Nord,Logistique,33.83,4.75,84.4,electricite
2025-03-27,Usine Sud,Production,252.21,4.75,84.4,electricite
2025-03-28,Usine Nord,Production,163.91,8.14,90.3,gaz
2025-03-28,Usine Nord,Tertiaire,35.41,8.14,90.3,electricite
2025-03-28,Usine Nord,Logistique,22.67,8.14,90.3,electricite
2025-03-28,Usine Nord,Maintenance,36.28,8.14,90.3,electricite
2025-03-28,Usine Sud,Production,241.15,8.14,90.3,electricite
2025-03-28,Usine Sud,Tertiaire,93.43,8.14,90.3,gaz
2025-03-28,Usine Sud,Logistique,97.43,8.14,90.3,gaz
2025-03-28,Usine Sud,Logistique,45.48,8.14,90.3,electricite
2025-03-29,Usine Nord,Production,163.54,7.01,69.4,gaz
2025-03-29,Usine Nord,Tertiaire,25.11,7.01,69.4,electricite
2025-03-29,Usine Nord,Logistique,103.12,7.01,69.4,gaz
2025-03-29,Usine Nord,Maintenance,95.49,7.01,69.4,gaz
2025-03-29,Usine Nord,Maintenance,27.46,7.01,69.4,electricite
2025-03-29,Usine Sud,Production,166.06,7.01,69.4,gaz
2025-03-29,Usine Sud,Maintenance,97.36,7.01,69.4,gaz
2025-03-30,Usine Nord,Production,241.41,10.24,54.1,electricite
2025-03-30,Usine Nord,Logistique,33.21,10.24,54.1,electricite
2025-03-30,Usine Nord,Maintenance,30.79,10.24,54.1,electricite
2025-03-30,Usine Sud,Production,235.29,10.24,54.1,electricite
2025-03-30,Usine Sud,Maintenance,83.64,10.24,54.1,gaz
2025-03-30,Usine Sud,Maintenance,17.2,10.24,54.1,electricite
2025-03-31,Usine Nord,Logistique,47.63,5.04,30.6,electricite
2025-03-31,Usine Nord,Maintenance,109.64,5.04,30.6,gaz
2025-03-31,Usine Sud,Production,180.53,5.04,30.6,gaz
2025-03-31,Usine Sud,Production,235.19,5.04,30.6,electricite
2025-03-31,Usine Sud,Tertiaire,111.54,5.04,30.6,gaz
2025-03-31,Usine Sud,Logistique,105.83,5.04,30.6,gaz
2025-03-31,Usine Sud,Logistique,43.14,5.04,30.6,electricite
2025-04-01,Usine Nord,Production,159.44,10.33,38.6,gaz
2025-04-01,Usine Nord,Production,245.37,10.33,38.6,electricite
2025-04-01,Usine Nord,Tertiaire,91.05,10.33,38.6,gaz
2025-04-01,Usine Nord,Tertiaire,36.76,10.33,38.6,electricite
2025-04-01,Usine Nord,Maintenance,76.16,10.33,38.6,gaz
2025-04-01,Usine Nord,Maintenance,15.68,10.33,38.6,electricite
2025-04-01,Usine Sud,Tertiaire,81.73,10.33,38.6,gaz
2025-04-01,Usine Sud,Logistique,85.47,10.33,38.6,gaz
2025-04-01,Usine Sud,Maintenance,85.58,10.33,38.6,gaz
2025-04-02,Usine Nord,Production,165.94,8.14,61.9,gaz
2025-04-02,Usine Nord,Production,235.8,8.14,61.9,electricite
2025-04-02,Usine Nord,Tertiaire,21.7,8.14,61.9,electricite
2025-04-02,Usine Nord,Logistique,97.88,8.14,61.9,gaz
2025-04-02,Usine Nord,Logistique,42.91,8.14,61.9,electricite
2025-04-02,Usine Sud,Production,168.51,8.14,61.9,gaz
2025-04-02,Usine Sud,Production,249.36,8.14,61.9,electricite
2025-04-02,Usine Sud,Tertiaire,37.86,8.14,61.9,electricite
2025-04-02,Usine Sud,Maintenance,92.59,8.14,61.9,gaz
2025-04-03,Usine Nord,Production,254.0,6.8,85.1,electricite
2025-04-03,Usine Nord,Maintenance,97.28,6.8,85.1,gaz
2025-04-03,Usine Sud,Production,171.79,6.8,85.1,gaz
2025-04-03,Usine Sud,Logistique,98.0,6.8,85.1,gaz
2025-04-04,Usine Nord,Production,267.28,9.2,94.2,electricite
2025-04-04,Usine Nord,Tertiaire,92.39,9.2,94.2,gaz
2025-04-04,Usine Nord,Logistique,42.13,9.2,94.2,electricite
2025-04-04,Usine Nord,Maintenance,86.58,9.2,94.2,gaz
2025-04-04,Usine Nord,Maintenance,14.66,9.2,94.2,electricite
2025-04-04,Usine Sud,Production,157.93,9.2,94.2,gaz
2025-04-04,Usine Sud,Production,249.79,9.2,94.2,electricite
2025-04-04,Usine Sud,Tertiaire,91.05,9.2,94.2,gaz
2025-04-04,Usine Sud,Tertiaire,16.75,9.2,94.2,electricite
2025-04-05,Usine Nord,Production,176.39,6.43,76.0,gaz
2025-04-05,Usine Nord,Tertiaire,102.76,6.43,76.0,gaz
2025-04-05,Usine Nord,Tertiaire,28.27,6.43,76.0,electricite
2025-04-05,Usine Sud,Tertiaire,29.04,6.43,76.0,electricite
2025-04-05,Usine Sud,Logistique,34.81,6.43,76.0,electricite
2025-04-05,Usine Sud,Maintenance,101.52,6.43,76.0,gaz
2025-04-06,Usine Nord,Production,166.39,7.19,47.4,gaz
2025-04-06,Usine Nord,Production,248.68,7.19,47.4,electricite
2025-04-06,Usine Nord,Logistique,98.58,7.19,47.4,gaz
2025-04-06,Usine Nord,Logistique,53.19,7.19,47.4,electricite
2025-04-06,Usine Sud,Production,263.8,7.19,47.4,electricite
2025-04-06,Usine Sud,Logistique,31.88,7.19,47.4,electricite
2025-04-07,Usine Nord,Production,162.98,7.56,28.2,gaz
2025-04-07,Usine Nord,Tertiaire,98.86,7.56,28.2,gaz
2025-04-07,Usine Nord,Logistique,33.26,7.56,28.2,electricite
2025-04-07,Usine Nord,Maintenance,20.32,7.56,28.2,electricite
2025-04-07,Usine Sud,Production,175.2,7.56,28.2,gaz
2025-04-07,Usine Sud,Tertiaire,98.16,7.56,28.2,gaz
2025-04-07,Usine Sud,Logistique,35.41,7.56,28.2,electricite
2025-04-07,Usine Sud,Maintenance,100.34,7.56,28.2,gaz
2025-04-07,Usine Sud,Maintenance,33.37,7.56,28.2,electricite
2025-04-08,Usine Nord,Tertiaire,86.56,9.91,37.5,gaz
2025-04-08,Usine Nord,Logistique,52.76,9.91,37.5,electricite
2025-04-08,Usine Nord,Maintenance,14.58,9.91,37.5,electricite
2025-04-08,Usine Sud,Production,155.26,9.91,37.5,gaz
2025-04-08,Usine Sud,Production,239.17,9.91,37.5,electricite
2025-04-08,Usine Sud,Logistique,86.06,9.91,37.5,gaz
2025-04-08,Usine Sud,Logistique,35.5,9.91,37.5,electricite
2025-04-08,Usine Sud,Maintenance,31.86,9.91,37.5,electricite
2025-04-09,Usine Nord,Tertiaire,93.45,9.24,56.9,gaz
2025-04-09,Usine Nord,Logistique,44.24,9.24,56.9,electricite
2025-04-09,Usine Nord,Maintenance,35.01,9.24,56.9,electricite
2025-04-09,Usine Sud,Production,156.94,9.24,56.9,gaz
2025-04-09,Usine Sud,Production,238.6,9.24,56.9,electricite
2025-04-09,Usine Sud,Logistique,90.04,9.24,56.9,gaz
2025-04-09,Usine Sud,Maintenance,90.83,9.24,56.9,gaz
2025-04-09,Usine Sud,Maintenance,23.79,9.24,56.9,electricite
2025-04-10,Usine Nord,Production,239.72,3.4,79.2,electricite
2025-04-10,Usine Nord,Logistique,118.03,3.4,79.2,gaz
2025-04-10,Usine Nord,Maintenance,114.37,3.4,79.2,gaz
2025-04-10,Usine Sud,Production,187.0,3.4,79.2,gaz
2025-04-10,Usine Sud,Maintenance,23.48,3.4,79.2,electricite
2025-04-11,Usine Nord,Maintenance,62.46,14.31,95.9,gaz
2025-04-11,Usine Sud,Production,134.57,14.31,95.9,gaz
2025-04-11,Usine Sud,Production,234.33,14.31,95.9,electricite
2025-04-11,Usine Sud,Tertiaire,24.44,14.31,95.9,electricite
2025-04-11,Usine Sud,Logistique,65.94,14.31,95.9,gaz
2025-04-11,Usine Sud,Maintenance,58.69,14.31,95.9,gaz
2025-04-11,Usine Sud,Maintenance,34.03,14.31,95.9,electricite
2025-04-12,Usine Nord,Production,132.87,15.39,73.4,gaz
2025-04-12,Usine Nord,Tertiaire,57.71,15.39,73.4,gaz
2025-04-12,Usine Sud,Tertiaire,29.74,15.39,73.4,electricite
2025-04-12,Usine Sud,Maintenance,57.65,15.39,73.4,gaz
2025-04-12,Usine Sud,Maintenance,6.98,15.39,73.4,electricite
2025-04-13,Usine Nord,Tertiaire,29.44,8.49,50.4,electricite
2025-04-13,Usine Nord,Logistique,17.34,8.49,50.4,electricite
2025-04-13,Usine Sud,Production,220.85,8.49,50.4,electricite
2025-04-13,Usine Sud,Tertiaire,32.46,8.49,50.4,electricite
2025-04-13,Usine Sud,Logistique,23.25,8.49,50.4,electricite
2025-04-14,Usine Nord,Production,141.2,13.12,34.1,gaz
2025-04-14,Usine Nord,Logistique,25.91,13.12,34.1,electricite
2025-04-14,Usine Nord,Maintenance,38.83,13.12,34.1,electricite
2025-04-14,Usine Sud,Production,141.2,13.12,34.1,gaz
2025-04-14,Usine Sud,Tertiaire,68.52,13.12,34.1,gaz
2025-04-14,Usine Sud,Maintenance,70.82,13.12,34.1,gaz
2025-04-15,Usine Nord,Production,138.91,12.49,34.8,gaz
2025-04-15,Usine Nord,Tertiaire,69.44,12.49,34.8,gaz
2025-04-15,Usine Nord,Tertiaire,9.58,12.49,34.8,electricite
2025-04-15,Usine Sud,Production,139.79,12.49,34.8,gaz
2025-04-15,Usine Sud,Tertiaire,12.49,12.49,34.8,electricite
2025-04-15,Usine Sud,Logistique,71.7,12.49,34.8,gaz
2025-04-15,Usine Sud,Maintenance,65.93,12.49,34.8,gaz
2025-04-15,Usine Sud,Maintenance,13.58,12.49,34.8,electricite
2025-04-16,Usine Nord,Production,158.17,9.75,57.8,gaz
2025-04-16,Usine Sud,Production,154.43,9.75,57.8,gaz
2025-04-16,Usine Sud,Tertiaire,80.25,9.75,57.8,gaz
2025-04-16,Usine Sud,Tertiaire,21.31,9.75,57.8,electricite
2025-04-16,Usine Sud,Maintenance,80.96,9.75,57.8,gaz
2025-04-16,Usine Sud,Maintenance,25.36,9.75,57.8,electricite
2025-04-17,Usine Nord,Production,156.09,10.62,91.9,gaz
2025-04-17,Usine Nord,Tertiaire,34.02,10.62,91.9,electricite
2025-04-17,Usine Nord,Logistique,79.82,10.62,91.9,gaz
2025-04-17,Usine Nord,Maintenance,80.2,10.62,91.9,gaz
2025-04-17,Usine Sud,Production,151.79,10.62,91.9,gaz
2025-04-17,Usine Sud,Tertiaire,82.61,10.62,91.9,gaz
2025-04-17,Usine Sud,Tertiaire,15.17,10.62,91.9,electricite
2025-04-17,Usine Sud,Logistique,78.47,10.62,91.9,gaz
2025-04-17,Usine Sud,Maintenance,1.84,10.62,91.9,electricite
2025-04-18,Usine Nord,Production,248.25,14.65,89.4,electricite
2025-04-18,Usine Nord,Tertiaire,65.67,14.65,89.4,gaz
2025-04-18,Usine Nord,Logistique,39.29,14.65,89.4,electricite
2025-04-18,Usine Nord,Maintenance,26.17,14.65,89.4,electricite
2025-04-19,Usine Nord,Tertiaire,25.98,6.82,78.2,electricite
2025-04-19,Usine Nord,Logistique,16.84,6.82,78.2,electricite
2025-04-19,Usine Nord,Maintenance,97.17,6.82,78.2,gaz
2025-04-19,Usine Nord,Maintenance,-19.5,6.82,78.2,electricite
2025-04-19,Usine Sud,Production,170.6,6.82,78.2,gaz
2025-04-19,Usine Sud,Tertiaire,95.97,6.82,78.2,gaz
2025-04-19,Usine Sud,Tertiaire,31.72,6.82,78.2,electricite
2025-04-20,Usine Nord,Production,-130.33,14.3,48.2,gaz
2025-04-20,Usine Nord,Production,239.91,14.3,48.2,electricite
2025-04-20,Usine Nord,Tertiaire,58.55,14.3,48.2,gaz
2025-04-20,Usine Nord,Tertiaire,29.86,14.3,48.2,electricite
2025-04-20,Usine Nord,Logistique,67.88,14.3,48.2,gaz
2025-04-20,Usine Nord,Logistique,35.27,14.3,48.2,electricite
2025-04-20,Usine Nord,Maintenance,53.97,14.3,48.2,gaz
2025-04-20,Usine Sud,Production,137.09,14.3,48.2,gaz
2025-04-20,Usine Sud,Production,230.37,14.3,48.2,electricite
2025-04-20,Usine Sud,Tertiaire,61.14,14.3,48.2,gaz
2025-04-20,Usine Sud,Maintenance,63.32,14.3,48.2,gaz
2025-04-20,Usine Sud,Maintenance,16.68,14.3,48.2,electricite
2025-04-21,Usine Nord,Tertiaire,55.4,15.8,30.5,gaz
2025-04-21,Usine Nord,Tertiaire,29.72,15.8,30.5,electricite
2025-04-21,Usine Sud,Production,123.15,15.8,30.5,gaz
2025-04-21,Usine Sud,Tertiaire,55.07,15.8,30.5,gaz
2025-04-21,Usine Sud,Tertiaire,20.01,15.8,30.5,electricite
2025-04-21,Usine Sud,Logistique,36.67,15.8,30.5,electricite
2025-04-21,Usine Sud,Maintenance,42.38,15.8,30.5,electricite
2025-04-22,Usine Nord,Tertiaire,84.57,10.34,33.9,gaz
2025-04-22,Usine Nord,Logistique,31.97,10.34,33.9,electricite
2025-04-22,Usine Nord,Maintenance,86.01,10.34,33.9,gaz
2025-04-22,Usine Sud,Production,237.2,10.34,33.9,electricite
2025-04-23,Usine Nord,Logistique,45.36,16.88,64.9,gaz
2025-04-23,Usine Nord,Logistique,31.76,16.88,64.9,electricite
2025-04-23,Usine Nord,Maintenance,47.38,16.88,64.9,gaz
2025-04-23,Usine Nord,Maintenance,17.48,16.88,64.9,electricite
2025-04-23,Usine Sud,Production,252.97,16.88,64.9,electricite
2025-04-23,Usine Sud,Tertiaire,52.04,16.88,64.9,gaz
